Date,Open*,High,Low,Close**,Volume,Market Cap
05-Mar-21,$181.04 ,$183.10 ,$169.33 ,$180.77 ,"$4,560,793,618 ","$12,039,353,700 "
04-Mar-21,$188.46 ,$194.23 ,$177.32 ,$181.08 ,"$5,488,598,135 ","$12,058,928,099 "
03-Mar-21,$177.97 ,$196.26 ,$177.37 ,$188.53 ,"$6,392,122,021 ","$12,553,608,189 "
02-Mar-21,$175.21 ,$184.73 ,$171.20 ,$177.87 ,"$5,247,274,825 ","$11,843,018,105 "
01-Mar-21,$164.98 ,$176.36 ,$163.97 ,$175.24 ,"$4,627,257,694 ","$11,666,301,506 "
28-Feb-21,$172.10 ,$172.65 ,$154.80 ,$164.93 ,"$5,945,000,101 ","$10,978,655,641 "
27-Feb-21,$170.43 ,$179.93 ,$167.91 ,$172.10 ,"$4,991,079,437 ","$11,454,859,536 "
26-Feb-21,$179.13 ,$182.08 ,$163.25 ,$170.40 ,"$7,875,998,386 ","$11,340,299,606 "
25-Feb-21,$181.39 ,$204.74 ,$176.03 ,$178.90 ,"$7,327,999,233 ","$11,904,886,776 "
24-Feb-21,$176.97 ,$189.17 ,$169.79 ,$181.38 ,"$7,205,360,252 ","$12,070,508,501 "
23-Feb-21,$208.12 ,$208.37 ,$159.68 ,$176.93 ,"$10,944,696,472 ","$11,773,563,803 "
22-Feb-21,$227.22 ,$227.23 ,$182.53 ,$208.11 ,"$9,523,044,215 ","$13,846,295,160 "
21-Feb-21,$227.52 ,$233.15 ,$220.98 ,$227.23 ,"$6,934,669,818 ","$15,117,128,942 "
20-Feb-21,$236.65 ,$245.96 ,$216.64 ,$227.62 ,"$8,208,699,025 ","$15,143,671,930 "
19-Feb-21,$226.90 ,$241.16 ,$220.96 ,$236.68 ,"$7,151,082,978 ","$15,744,553,204 "
18-Feb-21,$236.95 ,$238.20 ,$221.59 ,$226.87 ,"$7,889,078,633 ","$15,090,475,729 "
17-Feb-21,$210.57 ,$236.97 ,$204.24 ,$236.97 ,"$13,792,789,978 ","$15,760,825,693 "
16-Feb-21,$207.61 ,$221.05 ,$201.30 ,$210.55 ,"$12,666,436,004 ","$14,001,682,545 "
15-Feb-21,$214.32 ,$219.64 ,$192.12 ,$207.68 ,"$13,482,646,966 ","$13,809,636,077 "
14-Feb-21,$226.29 ,$229.21 ,$210.10 ,$214.43 ,"$12,902,511,399 ","$14,256,947,121 "
13-Feb-21,$197.23 ,$228.38 ,$192.92 ,$226.23 ,"$16,565,513,036 ","$15,039,659,993 "
12-Feb-21,$184.39 ,$199.42 ,$178.12 ,$197.23 ,"$10,839,370,443 ","$13,110,544,888 "
11-Feb-21,$182.06 ,$192.50 ,$176.55 ,$184.50 ,"$9,278,994,121 ","$12,262,582,772 "
10-Feb-21,$181.99 ,$194.18 ,$172.26 ,$182.17 ,"$12,820,808,289 ","$12,107,028,489 "
09-Feb-21,$167.21 ,$183.64 ,$164.69 ,$182.11 ,"$10,156,352,233 ","$12,101,771,285 "
08-Feb-21,$151.11 ,$168.27 ,$148.12 ,$167.22 ,"$8,863,883,926 ","$11,110,735,149 "
07-Feb-21,$155.67 ,$157.13 ,$145.66 ,$151.14 ,"$6,884,924,123 ","$10,041,267,658 "
06-Feb-21,$154.85 ,$163.43 ,$150.51 ,$155.71 ,"$8,323,878,876 ","$10,344,025,914 "
05-Feb-21,$145.15 ,$156.54 ,$144.32 ,$154.85 ,"$7,359,451,680 ","$10,285,648,748 "
04-Feb-21,$155.66 ,$158.09 ,$142.41 ,$145.15 ,"$7,811,659,280 ","$9,640,051,952 "
03-Feb-21,$142.48 ,$155.89 ,$142.17 ,$155.61 ,"$8,586,975,076 ","$10,334,816,210 "
02-Feb-21,$131.95 ,$145.53 ,$131.95 ,$142.51 ,"$7,552,216,052 ","$9,463,573,244 "
01-Feb-21,$129.57 ,$136.13 ,$126.35 ,$131.95 ,"$5,607,159,828 ","$8,761,704,259 "
31-Jan-21,$133.42 ,$134.70 ,$126.25 ,$129.57 ,"$4,539,387,378 ","$8,602,571,147 "
30-Jan-21,$135.00 ,$135.90 ,$128.92 ,$133.40 ,"$6,332,391,807 ","$8,855,782,168 "
29-Jan-21,$138.22 ,$144.96 ,$132.16 ,$135.01 ,"$8,878,892,082 ","$8,961,864,718 "
28-Jan-21,$122.94 ,$135.79 ,$121.54 ,$133.49 ,"$5,828,235,786 ","$8,859,696,434 "
27-Jan-21,$134.75 ,$134.86 ,$118.79 ,$122.95 ,"$6,281,091,792 ","$8,159,485,219 "
26-Jan-21,$137.43 ,$139.54 ,$128.87 ,$134.76 ,"$5,897,389,103 ","$8,942,724,603 "
25-Jan-21,$141.44 ,$147.15 ,$137.01 ,$137.44 ,"$6,344,860,290 ","$9,120,218,856 "
24-Jan-21,$137.74 ,$142.65 ,$134.48 ,$141.48 ,"$4,972,171,240 ","$9,387,244,668 "
23-Jan-21,$137.20 ,$142.34 ,$135.11 ,$137.75 ,"$5,380,627,901 ","$9,138,967,679 "
22-Jan-21,$130.07 ,$141.02 ,$123.65 ,$137.27 ,"$8,550,579,025 ","$9,106,163,561 "
21-Jan-21,$149.94 ,$149.94 ,$126.23 ,$130.13 ,"$8,703,006,148 ","$8,631,731,441 "
20-Jan-21,$153.36 ,$156.14 ,$139.09 ,$149.93 ,"$9,002,037,330 ","$9,943,883,702 "
19-Jan-21,$152.20 ,$165.92 ,$150.49 ,$153.49 ,"$9,314,780,275 ","$10,178,638,262 "
18-Jan-21,$142.43 ,$154.53 ,$138.81 ,$152.14 ,"$6,640,211,538 ","$10,088,494,155 "
17-Jan-21,$144.22 ,$146.82 ,$137.07 ,$142.43 ,"$6,098,835,633 ","$9,443,391,846 "
16-Jan-21,$144.19 ,$152.06 ,$140.00 ,$144.27 ,"$7,183,807,955 ","$9,563,943,063 "
15-Jan-21,$152.11 ,$155.12 ,$132.19 ,$144.24 ,"$8,416,625,031 ","$9,561,058,743 "
14-Jan-21,$147.38 ,$156.57 ,$144.18 ,$152.08 ,"$8,271,411,810 ","$10,080,148,977 "
13-Jan-21,$132.66 ,$147.88 ,$126.86 ,$147.42 ,"$8,421,748,673 ","$9,766,018,251 "
12-Jan-21,$139.08 ,$146.72 ,$128.93 ,$132.64 ,"$11,898,878,222 ","$8,786,548,247 "
11-Jan-21,$171.09 ,$171.09 ,$114.96 ,$139.25 ,"$17,994,263,494 ","$9,224,850,105 "
10-Jan-21,$177.48 ,$185.78 ,$163.78 ,$171.11 ,"$12,774,461,582 ","$11,335,608,546 "
09-Jan-21,$173.25 ,$179.09 ,$164.15 ,$177.48 ,"$11,136,779,198 ","$11,757,532,983 "
08-Jan-21,$169.64 ,$181.77 ,$151.65 ,$173.28 ,"$14,705,614,969 ","$11,479,032,354 "
07-Jan-21,$169.07 ,$180.87 ,$162.81 ,$169.62 ,"$13,099,581,396 ","$11,236,313,944 "
06-Jan-21,$158.67 ,$169.66 ,$155.45 ,$169.02 ,"$10,743,884,477 ","$11,196,630,531 "
05-Jan-21,$154.90 ,$162.85 ,$147.40 ,$158.59 ,"$10,192,818,976 ","$10,506,208,953 "
04-Jan-21,$160.27 ,$173.03 ,$143.62 ,$154.81 ,"$13,659,785,704 ","$10,254,764,750 "
03-Jan-21,$136.95 ,$163.90 ,$135.74 ,$160.19 ,"$15,385,661,271 ","$10,610,100,157 "
02-Jan-21,$126.27 ,$140.37 ,$123.69 ,$136.94 ,"$10,532,067,985 ","$9,069,424,356 "
01-Jan-21,$124.67 ,$133.19 ,$123.33 ,$126.23 ,"$7,326,980,728 ","$8,358,909,486 "
31-Dec-20,$129.48 ,$130.17 ,$123.04 ,$124.69 ,"$6,274,573,135 ","$8,256,035,501 "
30-Dec-20,$129.06 ,$132.45 ,$123.44 ,$129.47 ,"$8,127,317,345 ","$8,571,310,124 "
29-Dec-20,$130.03 ,$130.61 ,$121.19 ,$129.04 ,"$9,160,551,332 ","$8,542,261,137 "
28-Dec-20,$127.59 ,$136.19 ,$127.07 ,$130.05 ,"$10,248,729,547 ","$8,608,138,657 "
27-Dec-20,$129.46 ,$138.32 ,$123.10 ,$127.52 ,"$14,103,307,412 ","$8,439,551,136 "
26-Dec-20,$127.08 ,$134.74 ,$125.13 ,$129.46 ,"$12,680,207,148 ","$8,567,168,165 "
25-Dec-20,$111.51 ,$128.03 ,$108.59 ,$126.98 ,"$11,678,543,063 ","$8,402,415,631 "
24-Dec-20,$101.90 ,$111.93 ,$99.61 ,$111.57 ,"$10,108,653,753 ","$7,381,279,579 "
23-Dec-20,$113.68 ,$116.89 ,$96.27 ,$101.82 ,"$12,287,537,836 ","$6,735,539,590 "
22-Dec-20,$104.95 ,$114.03 ,$98.87 ,$113.68 ,"$11,221,164,987 ","$7,519,474,399 "
21-Dec-20,$114.67 ,$118.02 ,$101.60 ,$105.01 ,"$9,903,839,433 ","$6,944,917,515 "
20-Dec-20,$120.49 ,$122.74 ,$110.77 ,$114.67 ,"$8,652,067,110 ","$7,583,089,812 "
19-Dec-20,$109.37 ,$123.76 ,$105.69 ,$120.56 ,"$9,859,343,632 ","$7,971,885,335 "
18-Dec-20,$100.99 ,$112.25 ,$99.55 ,$109.38 ,"$10,096,427,749 ","$7,232,216,464 "
17-Dec-20,$92.80 ,$109.23 ,$91.14 ,$100.96 ,"$11,165,000,706 ","$6,674,511,819 "
16-Dec-20,$81.41 ,$92.85 ,$79.03 ,$92.79 ,"$6,152,647,270 ","$6,133,693,800 "
15-Dec-20,$82.36 ,$84.71 ,$80.70 ,$81.40 ,"$3,727,495,996 ","$5,380,245,587 "
14-Dec-20,$82.03 ,$82.87 ,$79.43 ,$82.36 ,"$3,459,910,049 ","$5,443,275,105 "
13-Dec-20,$76.71 ,$83.89 ,$75.66 ,$82.00 ,"$3,845,040,543 ","$5,418,690,204 "
12-Dec-20,$72.08 ,$77.52 ,$72.08 ,$76.71 ,"$2,966,684,035 ","$5,068,283,240 "
11-Dec-20,$74.83 ,$74.85 ,$70.23 ,$72.09 ,"$3,761,860,017 ","$4,762,563,166 "
10-Dec-20,$77.41 ,$77.58 ,$73.47 ,$74.83 ,"$3,007,098,971 ","$4,943,203,900 "
09-Dec-20,$76.74 ,$78.10 ,$72.62 ,$77.41 ,"$4,239,672,634 ","$5,113,163,503 "
08-Dec-20,$83.62 ,$84.71 ,$75.98 ,$76.75 ,"$4,230,876,095 ","$5,068,820,612 "
07-Dec-20,$83.55 ,$86.73 ,$81.93 ,$83.62 ,"$4,312,326,196 ","$5,522,332,008 "
06-Dec-20,$83.12 ,$85.04 ,$80.60 ,$83.56 ,"$3,454,805,957 ","$5,517,178,551 "
05-Dec-20,$80.01 ,$84.17 ,$79.15 ,$83.12 ,"$4,517,680,975 ","$5,487,737,378 "
04-Dec-20,$89.10 ,$89.60 ,$78.77 ,$80.02 ,"$5,444,117,736 ","$5,282,368,906 "
03-Dec-20,$88.88 ,$91.12 ,$85.81 ,$89.10 ,"$6,014,261,404 ","$5,881,242,130 "
02-Dec-20,$85.44 ,$90.11 ,$83.40 ,$88.86 ,"$7,713,268,210 ","$5,864,578,837 "
01-Dec-20,$87.58 ,$92.28 ,$81.31 ,$85.44 ,"$9,818,290,618 ","$5,638,149,878 "
30-Nov-20,$79.21 ,$88.13 ,$77.07 ,$87.57 ,"$6,812,463,307 ","$5,778,622,122 "
29-Nov-20,$72.70 ,$80.78 ,$71.73 ,$79.24 ,"$5,314,384,738 ","$5,227,758,602 "
28-Nov-20,$69.13 ,$74.83 ,$68.55 ,$72.69 ,"$4,784,394,518 ","$4,795,595,984 "
27-Nov-20,$70.88 ,$73.46 ,$65.95 ,$69.12 ,"$5,874,999,214 ","$4,559,668,328 "
26-Nov-20,$81.88 ,$83.07 ,$65.23 ,$70.87 ,"$8,965,913,476 ","$4,674,081,621 "
25-Nov-20,$89.20 ,$90.41 ,$79.86 ,$81.88 ,"$6,033,297,331 ","$5,400,000,837 "
24-Nov-20,$89.03 ,$93.58 ,$86.83 ,$89.21 ,"$7,748,145,325 ","$5,882,460,030 "
23-Nov-20,$82.70 ,$90.16 ,$81.19 ,$89.04 ,"$7,198,913,664 ","$5,870,816,229 "
22-Nov-20,$86.41 ,$87.64 ,$79.65 ,$82.70 ,"$6,285,046,852 ","$5,452,444,708 "
21-Nov-20,$82.58 ,$88.00 ,$80.65 ,$86.41 ,"$6,565,673,514 ","$5,696,028,601 "
20-Nov-20,$81.68 ,$85.17 ,$80.27 ,$82.58 ,"$6,264,878,329 ","$5,444,339,642 "
19-Nov-20,$73.70 ,$83.21 ,$71.80 ,$81.68 ,"$6,615,851,204 ","$5,384,471,724 "
18-Nov-20,$75.85 ,$76.45 ,$69.63 ,$73.69 ,"$6,120,728,271 ","$4,857,299,278 "
17-Nov-20,$73.50 ,$76.43 ,$71.23 ,$75.85 ,"$5,781,117,491 ","$4,998,932,617 "
16-Nov-20,$62.28 ,$72.00 ,$62.17 ,$71.33 ,"$5,089,779,254 ","$4,700,142,572 "
15-Nov-20,$63.77 ,$64.15 ,$61.23 ,$62.28 ,"$2,565,763,410 ","$4,103,576,321 "
14-Nov-20,$65.46 ,$65.84 ,$61.93 ,$63.77 ,"$2,879,859,655 ","$4,201,549,257 "
13-Nov-20,$60.36 ,$66.02 ,$60.31 ,$65.46 ,"$4,324,936,978 ","$4,311,996,164 "
12-Nov-20,$59.51 ,$60.45 ,$58.31 ,$60.37 ,"$2,506,731,801 ","$3,976,146,557 "
11-Nov-20,$58.24 ,$60.55 ,$58.20 ,$59.52 ,"$2,580,790,979 ","$3,919,710,178 "
10-Nov-20,$59.37 ,$59.66 ,$57.60 ,$58.24 ,"$2,269,831,643 ","$3,835,152,414 "
09-Nov-20,$61.06 ,$61.78 ,$57.84 ,$59.36 ,"$2,791,720,300 ","$3,908,932,290 "
08-Nov-20,$59.14 ,$61.81 ,$58.88 ,$61.06 ,"$2,560,316,021 ","$4,019,845,346 "
07-Nov-20,$63.13 ,$64.40 ,$57.59 ,$59.14 ,"$4,320,946,722 ","$3,893,544,751 "
06-Nov-20,$58.68 ,$63.28 ,$58.47 ,$63.13 ,"$4,083,503,373 ","$4,155,585,902 "
05-Nov-20,$54.50 ,$59.22 ,$54.50 ,$58.68 ,"$3,250,514,599 ","$3,862,051,532 "
04-Nov-20,$53.82 ,$55.01 ,$51.61 ,$54.50 ,"$3,050,534,139 ","$3,586,579,398 "
03-Nov-20,$53.82 ,$54.27 ,$51.65 ,$53.82 ,"$2,580,300,879 ","$3,541,432,847 "
02-Nov-20,$55.59 ,$56.71 ,$53.21 ,$53.82 ,"$3,019,889,902 ","$3,540,884,990 "
01-Nov-20,$55.59 ,$55.97 ,$54.26 ,$55.59 ,"$2,045,991,010 ","$3,656,933,389 "
31-Oct-20,$53.84 ,$56.11 ,$53.53 ,$55.59 ,"$2,657,420,659 ","$3,656,741,432 "
30-Oct-20,$54.77 ,$55.57 ,$52.53 ,$53.84 ,"$2,563,994,174 ","$3,540,959,118 "
29-Oct-20,$55.74 ,$56.30 ,$53.46 ,$54.77 ,"$3,010,404,352 ","$3,601,801,225 "
28-Oct-20,$57.82 ,$60.30 ,$54.71 ,$55.74 ,"$3,786,206,312 ","$3,665,696,641 "
27-Oct-20,$56.75 ,$58.89 ,$56.51 ,$57.82 ,"$3,431,678,162 ","$3,801,761,833 "
26-Oct-20,$58.67 ,$59.10 ,$55.21 ,$56.75 ,"$3,701,855,843 ","$3,731,081,184 "
25-Oct-20,$59.10 ,$59.77 ,$56.66 ,$58.67 ,"$3,725,652,470 ","$3,857,572,663 "
24-Oct-20,$55.24 ,$59.33 ,$54.81 ,$59.10 ,"$3,899,047,277 ","$3,884,856,117 "
23-Oct-20,$54.30 ,$56.67 ,$53.18 ,$55.24 ,"$3,519,541,892 ","$3,630,921,272 "
22-Oct-20,$53.02 ,$56.06 ,$53.01 ,$54.27 ,"$3,814,584,794 ","$3,566,118,639 "
21-Oct-20,$47.06 ,$54.55 ,$47.06 ,$53.05 ,"$3,534,993,796 ","$3,485,819,576 "
20-Oct-20,$48.10 ,$48.44 ,$46.69 ,$47.05 ,"$1,757,468,523 ","$3,091,763,886 "
19-Oct-20,$47.64 ,$48.50 ,$46.99 ,$48.10 ,"$1,771,107,656 ","$3,160,267,220 "
18-Oct-20,$47.06 ,$47.88 ,$46.97 ,$47.62 ,"$2,636,565,895 ","$3,128,435,828 "
17-Oct-20,$47.75 ,$47.75 ,$46.75 ,$47.05 ,"$2,169,301,016 ","$3,090,962,057 "
16-Oct-20,$49.53 ,$49.90 ,$46.21 ,$47.69 ,"$2,331,529,601 ","$3,132,624,928 "
15-Oct-20,$49.83 ,$50.25 ,$49.06 ,$49.49 ,"$2,340,485,565 ","$3,250,355,736 "
14-Oct-20,$50.01 ,$50.98 ,$49.42 ,$49.85 ,"$2,213,563,866 ","$3,273,382,395 "
13-Oct-20,$50.68 ,$50.68 ,$49.13 ,$49.94 ,"$2,177,774,803 ","$3,279,211,860 "
12-Oct-20,$50.62 ,$51.52 ,$49.54 ,$50.74 ,"$2,646,408,249 ","$3,331,555,081 "
11-Oct-20,$48.91 ,$51.24 ,$48.87 ,$50.73 ,"$2,601,103,257 ","$3,330,028,818 "
10-Oct-20,$47.78 ,$50.41 ,$47.78 ,$48.92 ,"$2,781,995,604 ","$3,211,040,248 "
09-Oct-20,$47.22 ,$48.27 ,$46.71 ,$47.83 ,"$2,250,628,685 ","$3,139,276,406 "
08-Oct-20,$46.68 ,$47.49 ,$45.84 ,$47.22 ,"$2,350,341,454 ","$3,098,565,933 "
07-Oct-20,$46.00 ,$46.98 ,$45.24 ,$46.66 ,"$2,167,187,221 ","$3,061,759,913 "
06-Oct-20,$46.36 ,$48.08 ,$45.67 ,$45.99 ,"$3,013,107,749 ","$3,017,134,337 "
05-Oct-20,$46.74 ,$47.11 ,$45.69 ,$46.36 ,"$2,349,391,995 ","$3,041,609,178 "
04-Oct-20,$45.58 ,$47.04 ,$45.45 ,$46.73 ,"$2,034,541,387 ","$3,065,363,622 "
03-Oct-20,$44.91 ,$46.13 ,$44.78 ,$45.58 ,"$1,707,844,978 ","$2,989,719,911 "
02-Oct-20,$46.35 ,$46.95 ,$44.20 ,$44.92 ,"$2,201,641,713 ","$2,946,294,542 "
01-Oct-20,$46.43 ,$48.51 ,$45.57 ,$46.31 ,"$2,558,851,054 ","$3,037,112,538 "
30-Sep-20,$45.81 ,$46.72 ,$45.49 ,$46.37 ,"$1,979,505,099 ","$3,040,608,728 "
29-Sep-20,$45.30 ,$45.87 ,$45.02 ,$45.80 ,"$1,790,368,155 ","$3,002,587,743 "
28-Sep-20,$46.11 ,$46.96 ,$45.29 ,$45.36 ,"$1,923,868,466 ","$2,973,353,460 "
27-Sep-20,$46.09 ,$46.59 ,$45.06 ,$46.09 ,"$2,217,192,656 ","$3,021,254,303 "
26-Sep-20,$46.10 ,$46.52 ,$45.36 ,$46.19 ,"$2,123,570,272 ","$3,027,273,265 "
25-Sep-20,$45.05 ,$46.57 ,$44.15 ,$46.09 ,"$1,849,539,132 ","$3,020,217,186 "
24-Sep-20,$43.05 ,$45.17 ,$42.75 ,$45.04 ,"$2,070,966,440 ","$2,951,298,284 "
23-Sep-20,$44.49 ,$45.08 ,$42.74 ,$43.06 ,"$1,676,705,751 ","$2,821,103,400 "
22-Sep-20,$43.36 ,$44.77 ,$43.12 ,$44.55 ,"$1,078,696,494 ","$2,918,394,264 "
21-Sep-20,$47.13 ,$47.65 ,$42.54 ,$43.39 ,"$1,923,483,523 ","$2,842,432,912 "
20-Sep-20,$48.67 ,$48.67 ,$46.43 ,$47.10 ,"$1,033,913,350 ","$3,085,167,468 "
19-Sep-20,$48.48 ,$49.03 ,$48.21 ,$48.68 ,"$961,716,690 ","$3,188,069,967 "
18-Sep-20,$48.83 ,$49.08 ,$47.79 ,$48.46 ,"$1,135,775,840 ","$3,173,679,301 "
17-Sep-20,$47.98 ,$49.48 ,$47.88 ,$48.88 ,"$1,701,721,113 ","$3,200,475,070 "
16-Sep-20,$48.46 ,$48.79 ,$47.47 ,$47.93 ,"$1,674,030,602 ","$3,138,328,709 "
15-Sep-20,$49.12 ,$50.14 ,$48.35 ,$48.39 ,"$1,663,112,038 ","$3,167,891,971 "
14-Sep-20,$48.05 ,$49.94 ,$47.44 ,$49.09 ,"$1,786,276,098 ","$3,213,367,490 "
13-Sep-20,$50.76 ,$50.93 ,$47.53 ,$48.07 ,"$1,785,910,878 ","$3,145,983,705 "
12-Sep-20,$49.06 ,$51.22 ,$48.67 ,$50.82 ,"$1,588,978,329 ","$3,325,687,817 "
11-Sep-20,$48.72 ,$49.41 ,$47.40 ,$49.09 ,"$1,835,173,089 ","$3,212,303,729 "
10-Sep-20,$47.92 ,$49.38 ,$47.90 ,$48.72 ,"$2,001,211,524 ","$3,187,527,096 "
09-Sep-20,$47.38 ,$48.85 ,$46.70 ,$47.90 ,"$1,828,181,736 ","$3,133,588,725 "
08-Sep-20,$48.81 ,$49.30 ,$46.20 ,$47.38 ,"$2,314,205,963 ","$3,099,602,851 "
07-Sep-20,$48.03 ,$49.07 ,$45.62 ,$48.77 ,"$2,235,340,013 ","$3,189,892,800 "
06-Sep-20,$47.60 ,$48.90 ,$46.62 ,$48.05 ,"$2,075,916,067 ","$3,142,675,722 "
05-Sep-20,$50.62 ,$51.32 ,$46.15 ,$47.59 ,"$2,831,766,570 ","$3,111,962,365 "
04-Sep-20,$47.78 ,$52.33 ,$47.19 ,$50.61 ,"$2,851,271,830 ","$3,309,267,726 "
03-Sep-20,$58.01 ,$58.53 ,$47.06 ,$47.77 ,"$2,765,272,845 ","$3,123,351,779 "
02-Sep-20,$62.87 ,$63.07 ,$57.14 ,$58.10 ,"$2,790,169,260 ","$3,797,966,400 "
01-Sep-20,$61.11 ,$64.18 ,$60.39 ,$62.88 ,"$2,717,986,649 ","$4,110,169,776 "
31-Aug-20,$62.84 ,$63.49 ,$60.75 ,$61.11 ,"$2,561,891,272 ","$3,994,085,080 "
30-Aug-20,$57.21 ,$62.80 ,$57.17 ,$62.73 ,"$2,759,602,454 ","$4,099,231,860 "
29-Aug-20,$57.44 ,$58.23 ,$57.13 ,$57.29 ,"$2,006,047,086 ","$3,743,728,945 "
28-Aug-20,$56.10 ,$58.17 ,$55.57 ,$57.35 ,"$2,206,041,301 ","$3,747,428,403 "
27-Aug-20,$58.30 ,$59.16 ,$54.80 ,$56.04 ,"$2,212,235,187 ","$3,661,200,919 "
26-Aug-20,$58.44 ,$58.99 ,$57.21 ,$58.36 ,"$2,067,102,732 ","$3,812,133,909 "
25-Aug-20,$62.22 ,$62.34 ,$57.27 ,$58.58 ,"$2,625,416,624 ","$3,826,259,089 "
24-Aug-20,$60.62 ,$62.82 ,$60.27 ,$62.20 ,"$2,490,426,542 ","$4,062,179,119 "
23-Aug-20,$60.26 ,$61.49 ,$58.34 ,$60.62 ,"$2,315,616,100 ","$3,958,807,136 "
22-Aug-20,$59.36 ,$60.46 ,$58.29 ,$60.31 ,"$2,317,942,996 ","$3,937,965,763 "
21-Aug-20,$62.91 ,$63.65 ,$59.17 ,$59.38 ,"$2,911,090,515 ","$3,876,858,022 "
20-Aug-20,$62.02 ,$63.53 ,$61.28 ,$62.97 ,"$2,801,314,591 ","$4,110,648,055 "
19-Aug-20,$65.55 ,$66.97 ,$59.57 ,$62.00 ,"$3,345,972,244 ","$4,047,380,317 "
18-Aug-20,$67.06 ,$68.03 ,$64.28 ,$65.53 ,"$3,627,257,060 ","$4,276,903,970 "
17-Aug-20,$63.83 ,$68.52 ,$61.88 ,$67.03 ,"$3,997,651,594 ","$4,374,438,900 "
16-Aug-20,$59.94 ,$64.29 ,$59.33 ,$63.83 ,"$3,595,771,595 ","$4,165,123,797 "
15-Aug-20,$56.73 ,$60.38 ,$56.73 ,$59.93 ,"$3,063,536,363 ","$3,910,281,206 "
14-Aug-20,$57.70 ,$57.98 ,$56.36 ,$56.75 ,"$2,476,128,674 ","$3,702,706,247 "
13-Aug-20,$54.99 ,$57.86 ,$52.35 ,$57.74 ,"$2,843,622,469 ","$3,766,743,819 "
12-Aug-20,$54.37 ,$55.56 ,$52.32 ,$54.97 ,"$2,450,391,467 ","$3,585,464,599 "
11-Aug-20,$58.29 ,$59.44 ,$53.23 ,$54.39 ,"$2,754,950,222 ","$3,547,154,657 "
10-Aug-20,$57.12 ,$59.24 ,$57.12 ,$58.29 ,"$2,247,183,310 ","$3,801,224,617 "
09-Aug-20,$58.23 ,$58.66 ,$56.50 ,$57.14 ,"$1,601,010,110 ","$3,725,788,182 "
08-Aug-20,$57.21 ,$58.54 ,$56.65 ,$58.13 ,"$1,726,820,323 ","$3,789,893,301 "
